ShortIndustry,Industry,IssuedbyOrganization,Issued for Organization,Title,Tender No,ProcurementMethod,Issued Date,Amendments,ClosingDate,SuccessfulVendor,SuccessfulVendorCity,AwardTotal,DateAwarded,Province,Country,IssuedYr,ClosingYr,AwardedYr,IssuedMon,ClosingMon,AwardedMon
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Elevator Maintenance and Emergency Services,RFP-TMC-20161118,RFP,2016-11-30,0,2016-12-14,City Elevator Ltd,Burnaby,"$20,000.00",2017-03-22,British Columbia,Canada,2016,2016,2017,11,12,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,2017 - 2018 Highway Inventory Data Collection,RMB-HIDC-01,RFP,2017-02-21,6,2017-02-22,Tetra Tech Canada Inc.,Vancouver,"$485,625.00",2017-03-22,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Concrete Deck Overlay, Abutment Bearing & Joint Replacement",23743MJ0000,MOTITT,2017-02-28,2,2017-03-09,Kingston Construction Ltd.,Surrey,"$2,798,093.30",2017-03-22,British Columbia,Canada,2017,2017,2017,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Vehicle mounted Retroreflectometer - MoTI,ITQ-005117,Itq,2017-03-02,0,2017-03-15,Professional Pavement Products Inc.,Jacksonville,"$131,450.55",2017-03-22,Florida,USA,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Citizens' Services,Ministry of Citizens' Services,CCIO Negotiations SRFP,8265,SRFP,2017-03-03,5,2017-03-03,Elevate Consulting,Victoria,"$245,000.00",2017-03-22,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,IBM WebSphere Support Renewal (Victoria),ITQ-005131,Itq,2017-03-13,0,2017-03-21,Tangentia Inc,Toronto,"$71,906.93",2017-03-22,Ontario,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Tableau Maintenance Renewal (Victoria),ITQ-005129,Itq,2017-03-13,0,2017-03-21,"Tableau Software, Inc.",Seattle,"$8,249.00",2017-03-22,Washington,USA,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Production & Loading of 500Kg Class Rip Rap (Chetwynd),ITQ-005124,Itq,2017-03-16,1,2017-03-20,KPA Oilfield Services Ltd.,Chetwynd,"$420,000.00",2017-03-22,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Production & Loading of 500Kg Class Rip Rap (Chetwynd),ITQ-005124,Itq,2017-03-16,1,2017-03-20,Commotion Creek Contracting Ltd,Chetwynd,"$450,000.00",2017-03-22,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Citizens' Services,Ministry of Citizens' Services,IMB Application Management and Consulting Services,ON-002890,RFP,2016-09-29,4,2016-10-06,CGI Information Systems and Management Consultants Inc.,Victoria,"$9,000,000.00",2017-03-23,British Columbia,Canada,2016,2016,2017,9,10,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Douglas-Fir Beetle Funnel Trapping & Surveys-Arrow & Kootenay Lk,FH18DSE001,ITT,2017-03-13,2,2017-03-23,Nazca Consulting Ltd,Nelson,"$39,120.00",2017-03-23,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fisheries Biologist and Environmental Monitor,EN18NAN607,ITT,2017-03-14,1,2017-03-23,Mainstream Biological Consulting,Campbell River,"$12,675.00",2017-03-23,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Kenwood Mobile Radio's (Surrey),ITQ-005133,Itq,2017-03-14,0,2017-03-21,Victoria Mobile Radio Ltd,Victoria,"$15,456.00",2017-03-23,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of Fence Components (Williams Lake),ITQ-005128,Itq,2017-03-16,1,2017-03-21,Beaver Valley Feeds (1990) Ltd,Williams Lake,"$29,938.72",2017-03-23,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,Child and youth Mental Health Outreach and Support,DWA170222,RFP,2017-03-06,2,2017-03-15,ARC Programs Ltd.,Kelowna,"$120,000.00",2017-03-24,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Nuance DNS Support Renewal (Victoria),ITQ-005122,Itq,2017-03-08,0,2017-03-16,Softchoice LP,Toronto,"$15,351.64",2017-03-24,Ontario,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Supply & Delivery of Large Format Printer (Saanichton),ITQ-005136,Itq,2017-03-14,1,2017-03-23,Cansel Survey Equipment Inc.,Burnaby,"$18,880.61",2017-03-24,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Supply & Delivery of Large Format Printers (Saanichton),ITQ-005137,Itq,2017-03-14,0,2017-03-23,Cansel Survey Equipment Inc.,Burnaby,"$12,587.07",2017-03-24,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply, delivery, unload, install of Concrete Barriers (Mult Loc",ITQ-005140,Itq,2017-03-16,0,2017-03-23,Northern Vac Services Ltd,Williams Lake,"$318,810.80",2017-03-24,British Columbia,Canada,2017,2017,2017,3,3,3
GovLAW,Government and Law,Ministry of Justice,Ministry of Justice,"Body Removal & Transportation, Kelowna and area",PSSGBCCS17711003,ITQ,2017-02-07,1,2017-02-17,C. Thompson & Son Ltd.,Kelowna,"$550,000.00",2017-03-27,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,SMITHARD Road CULVERT NO. 08638 REPLACEMENT,37238MJ0000,MOTITT,2017-02-08,2,2017-02-16,NBC Contracting Inc.,Terrace,"$1,429,165.00",2017-03-27,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Resurfacing 25.67 km of H16, 4.5 km of Sowchea Rd & H27 pullouts",37346MJ0000,MOTITT,2017-02-28,0,2017-03-21,Peter's Bros. Construction Ltd.,Penticton,"$5,921,147.00",2017-03-27,British Columbia,Canada,2017,2017,2017,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Seal Coating on Highway 37 and Highway 37A.,37357MJ0000,MOTITT,2017-03-14,2,2017-03-23,White Bear Industries Ltd.,Terrace,"$3,732,540.00",2017-03-27,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of one (1) 150HP Outboard (Port McNeill),ITQ-005141,Itq,2017-03-17,0,2017-03-24,Campbell River Boatland (1982) Ltd,Campbell River,"$14,635.04",2017-03-27,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HIGHWAY 1 AT MOUNTAIN HIGHWAY INTERCHANGE,12573MJ2016,MOTITT,2017-03-17,4,2017-03-23,Lafarge Canada Inc.,Coquitlam,"$36,536,889.00",2017-03-27,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of up to 6 Dynamic Message Trailers (Vernon),ITQ-005138,Itq,2017-03-22,2,2017-03-23,Valley Traffic Systems Inc,Langley,"$160,051.52",2017-03-27,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,SYMC File Share Encryption & Management Server Renewal(Victoria),ITQ-005130R,Itq,2017-03-22,0,2017-03-24,Codework Inc.,Ottawa,"$53,109.00",2017-03-27,Ontario,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Fertilizer (UREA, Nitrogen-Sulphur-Boron, 35-0-0-10)",ITQ-005112,Itq,2017-03-06,1,2017-03-16,Terralink Horticulture Inc,Abbotsford,"$5,307,520.90",2017-03-28,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Surveys,SU18DTR001,ITT,2017-03-14,1,2017-03-27,517568 BC Ltd. DBA Atlas Information Management,Kamloops,"$86,296.30",2017-03-28,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,West Kootenay District Pavement Marking,23024MN0006,MOTITT,2017-03-16,1,2017-03-28,Line West Ltd.,Okotoks,"$96,762.50",2017-03-28,Alberta,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Removal and Construction of Four Strand Barbed Wire Fence (4SBW),RA18DSE001,ITT,2017-03-07,0,2017-03-29,Gregory MacDonald dba Braemoor Contracting,Rock Creek,"$65,777.50",2017-03-29,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,IBM Host Access Client Package/PComm License and Support,ITQ-005142,Itq,2017-03-17,0,2017-03-27,"The KTL Group, Inc",Ottawa,"$49,003.50",2017-03-29,Ontario,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,SDSI Omtool AccuRoute Support Renewal (Victoria),ITQ-005145,Itq,2017-03-21,0,2017-03-28,Omtool Ltd,Boston,"$12,734.00",2017-03-29,Massachusetts,USA,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,SAP MOH Support Renewal (Victoria),ITQ-005144,Itq,2017-03-24,1,2017-03-27,CDW Canada Inc,Etobicoke,"$121,744.00",2017-03-29,Ontario,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Replacement and Road Works - Head Bay FSR,EN18NAN502,ITT,2017-03-09,3,2017-03-16,West Bridge Corporation,North Vancouver,"$268,000.00",2017-03-30,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Resurfacing, H5 Mad River to Reg. Bdry. & Clearwater Valley Rd.",24111MJ0000,MOTITT,2017-03-14,1,2017-03-27,Emil Anderson Construction (EAC) Inc.,Kelowna,"$5,092,139.42",2017-03-30,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,BEAVER CREEK ROAD - MILLING FILLING PULVERIZING,16699MJ2017,MOTITT,2017-03-15,1,2017-03-24,Lafarge Canada Inc. DBA Rayner Bracht Construction,Port Alberni,"$2,176,497.00",2017-03-30,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply of 20m Sheet Piles (Various Locations),ITQ-005139R,Itq,2017-03-27,0,2017-03-29,Skyline (PHP) Canada ULC,St Albert,"$485,184.00",2017-03-30,Alberta,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Education,Ministry of Education,RFP-Integrated Student Data Portfolio Resourcing-ProjectDirector,EDU-ISD-005 DIRECTOR,RFP,2017-02-09,0,2017-02-28,S.I.SYSTEMS PARTNERSHIP,Vancouver,"$430,000.00",2017-03-31,British Columbia,Canada,2017,2017,2017,2,2,3
COSRV,"Education, Social, and Community Services",Ministry of Citizens' Services,Ministry of Citizens' Services,Chief Operating Officer - CloudBC,8229,RFP,2017-02-22,1,2017-02-23,Naventure Solutions Inc,Richmond,"$265,000.00",2017-03-31,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Highway No. 1 Malahat Safety Improvements Aspen to Shawnigan,16630MJ2017,MOTITT,2017-02-23,3,2017-03-02,Emil Anderson Construction (EAC) Inc.,Kelowna,"$18,500,562.92",2017-03-31,British Columbia,Canada,2017,2017,2017,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,58 LANE KM OF HOT-IN-PLACE ON HWYS 16 AND 27 IN VANDERHOOF,37349MJ0000,MOTITT,2017-03-08,0,2017-03-30,Peter's Bros. Construction Ltd.,Penticton,"$3,154,140.00",2017-03-31,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Okanagan Shuswap Pavement Marking,24048MN0002,MOTITT,2017-03-16,0,2017-03-30,647354 B.C. Ltd.,Kelowna,"$107,368.65",2017-03-31,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",NOI IMB20257 FLNRO Direct Award,NOI IMB20257,NOI,2017-03-17,0,2017-03-29,DR Systems Inc,Nanaimo,"$50,000.00",2017-03-31,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,Notice of Intent Family Group Conferencing- Kootenays,mcfd-9-2016,NOI,2016-10-31,0,2016-11-14,Valley Community Services Society,Creston,"$14,000.00",2017-04-01,British Columbia,Canada,2016,2016,2017,10,11,4
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,NOI Ab.Family Support Ab. Supported Child Development W.Kootenay,mcfd-1-2017,NOI,2017-01-03,0,2017-01-17,Circle of Indigenous Nations Society,Krestova,"$119,382.08",2017-04-01,British Columbia,Canada,2017,2017,2017,1,1,4
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,West Kootenay FASD Key Worker and Parent Support Program,mcfd-11-2016,RFP,2017-01-12,4,2017-01-13,ARC Programs Ltd.,Kelowna,"$95,760.00",2017-04-01,British Columbia,Canada,2017,2017,2017,1,1,4
GovLAW,Government and Law,Ministry of Justice,Ministry of Justice,Parenting Plus Program,ITQACCW20170201,ITQ,2017-02-02,1,2017-02-17,Westcoast Family Centres Society,Vancouver,"$34,448.96",2017-04-01,British Columbia,Canada,2017,2017,2017,2,2,4
GovLAW,Government and Law,Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Reintegration Services,PGRCC2017-002,NOI,2017-02-08,2,2017-03-07,Phoenix Transiton Society,Prince George,"$25,354.00",2017-04-01,British Columbia,Canada,2017,2017,2017,2,3,4
Culture,"Art, Culture, and Tourism","Ministry of Tourism, Arts and Culture","Ministry of Tourism, Arts and Culture",Concrete Flat Works,T2017-02,ITT,2017-02-15,0,2017-03-13,FORM-ALL CONSTRUCTION,Surrey,"$250,000.00",2017-04-01,British Columbia,Canada,2017,2017,2017,2,3,4
GovLAW,Government and Law,Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Relationship Violence Prevention Program – Cultural Edition,8204,RFP,2017-02-17,3,2017-02-23,S.U.C.C.E.S.S.,Vancouver,$0.00,2017-04-01,British Columbia,Canada,2017,2017,2017,2,2,4
GovLAW,Government and Law,Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Relationship Violence Prevention Program – Cultural Edition,8204,RFP,2017-02-17,3,2017-02-23,Multi-Lingual Orientation Service Association for Immigrant Comm,Vancouver,$0.00,2017-04-01,British Columbia,Canada,2017,2017,2017,2,2,4
GovLAW,Government and Law,Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Relationship Violence Prevention Program – Cultural Edition,8204,RFP,2017-02-17,3,2017-02-23,Abbotsford Community Services Society (ACS),Victoria,$0.00,2017-04-01,British Columbia,Canada,2017,2017,2017,2,2,4
Health,Health,Ministry of Health,Ministry of Health,VSA-Health Data Entry Services,ON-002957,RFP,2017-02-17,2,2017-02-21,eLan Data makers,Victoria,"$450,000.00",2017-04-01,British Columbia,Canada,2017,2017,2017,2,2,4
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Traffic Control Services for Houston Area,333ITQ6837HOU,ITQ,2017-02-23,0,2017-03-09,Gitxsan Safety Services Inc,Hazelton,"$45,400.00",2017-04-01,British Columbia,Canada,2017,2017,2017,2,3,4
